TEXT,POSITIVE,NEGATIVE,NEUTRAL
ter wakilkan bsnget sama bang junot educated dan open minder adalah justru mereka orang yang sebenernya paling close minded gitasav tolong baca ini,0.03435838967561722,0.9620306491851807,0.003610956948250532
banyak typo ygy,0.00133134750649333,0.9977748990058899,0.0008936829981394112
tag dia ah di ig,0.0009281458333134651,0.0013751619262620807,0.9976966977119446
sangat sngat setuju syekali,0.9943970441818237,0.004871391225606203,0.0007316478877328336
tp bener juga yaa kalimatnyaa org skrg berlindung di kata open minded pdhl mah memang anti kritikk,0.3566429018974304,0.6365740299224854,0.006783116143196821
aku suka aku suka,0.9951056241989136,0.004031478427350521,0.0008628283976577222
gilaa keren bgt mewakilkan pikiran gw selama ini,0.9977542757987976,0.0014422896783798933,0.0008034937200136483
paling investornya lgbt juga,0.7108705639839172,0.011185770854353905,0.2779437005519867
paragraf terakhir buat gitasav,0.09859992563724518,0.09558288007974625,0.8058171272277832
gua suka pendapatnya dia natural banget apalagi pas dikalimat terakhir ciri khas banget,0.9855241179466248,0.013127400539815426,0.0013484976952895522
menurut gw statement gitasav jadi multitafsir apakah dia bener ngebela gerakan lgbtnya atau diskriminasi yang dialami sama kaum lgbt jadi yg sebenrnya dia bela cuma diskriminasi yg dialami lgbt again balik lagi orang nangkepnya gmn we cant control others,0.00036882655695080757,0.9991084933280945,0.0005226649809628725
z,0.9428371787071228,0.04343387484550476,0.013728956691920757
heala gita gita lo tu bukan apa apa ya tanpa folls lu,0.00046612328151240945,0.9982864260673523,0.001247389824129641
ati bang junot nanti dikatain dungu sama suaminya gitasap,0.00015807533054612577,0.9988186955451965,0.0010231463238596916
sumpah setuju banget,0.8918087482452393,0.10644759237766266,0.0017436679918318987
herjunot ali,0.0023373267613351345,0.9956795573234558,0.0019831582903862
gapeduli politik atau apapun yg jelas lgbt mendatangkan musibah penghancur ras,0.001461543026380241,0.9970505237579346,0.0014879145892336965
wii ini bang junot juple kan,0.0007757737184874713,0.9953559637069702,0.0038682480808347464
gita savitri atau biasa disapa gitasav ini siapa,0.0036728940904140472,0.00056122534442693,0.9957659244537354
setuju banget open minded itu harusnya mereka menghormati negara qatar tidak memperbolehkan lgbt tapi mereka memaksakan kehendak one love harus dikibarkan di negara muslim ini gak bener,0.0014028750592842698,0.9974337220191956,0.00116347533185035
ati dikatain stunting wkwkkwkwkw,0.00042840061360038817,0.9990757703781128,0.0004958654753863811
gitasv trending legi yeu,0.02899373695254326,0.0006926861242391169,0.9703136682510376
lgbt minta diterima pdhl mereka gak mau nerima takdir yg semestinya,0.00025222793919965625,0.9993915557861328,0.00035625547752715647
ati ati bang junot ntar di block dan dikatain stunting sama mbak gitasav wkwk,0.0003280381497461349,0.9984354376792908,0.0012365306029096246
ini jawabannya,0.2675453722476959,0.7115218639373779,0.020932791754603386
setuju ma bang junot btw gistav tu spa sih org terkenal ko gw bru dnger,0.9856641292572021,0.0073647452518343925,0.006971045397222042
when in rome do what the romans do,0.2757144868373871,0.7033976316452026,0.020887911319732666
pelangi coba combo sama karen behhh damagenya gak ada otak literally,0.009431079961359501,0.9890872240066528,0.00148166180588305
tadi sya habis baca artikel menarik dari tirto dan saya mendapat pandangan baru ttg masalah ini qatar adl sbuah ngara islam yg tntu menerapkan hukum islam di dalamnya jadi tidak salah dia melarang lgbt di dlmnya nmun dlm hl ini mengadakan pehelatan akbar yng bnyk ngra liberal,0.6027246117591858,0.27657726407051086,0.12069810926914215
td jga baca ini pen bgt suruh si gita baca,0.0008402382372878492,0.98847895860672,0.010680816136300564
this,0.10722553730010986,0.888245165348053,0.004529302939772606
duhh,0.013819839805364609,0.9808419942855835,0.0053381589241325855
nah ini dia keknya banyak yg salah sangka sama qatar dan jatuhnya malah g nge hargain budaya dan agama mereka sebagai tuan rumah emang harus banget yah orang nonton bola ngibarin bendera pelangi permainan bakal batal kalau kaum lgbt g nunjukin diri,0.0026841626968234777,0.9956562519073486,0.00165957969147712
gitasav orang bebal kalau kalah debat tipikal yang bakal nyerang masalalu atau fisik wkwkwk,0.0002590194344520569,0.9993034601211548,0.00043746375013142824
orang yang open minded itu bisa berfikir dari berbagai sudut pandang bukannya hanya menekankan pada satu hal aja dan tidak menerima kritik dri orang lain,0.9190887212753296,0.06265536695718765,0.018255967646837234
gitasav itu open leher mbak bukan open minded kan sekarang pake turban,0.0011868978617712855,0.00817890278995037,0.9906342029571533
minimal elu pada better than her sebelum ngebully dia dia jelas dari kampus top tier di jerman lah elu berpendidikan aja kaga sosoan ngejulidin gita sok kritis dahal dari kampus yg paling akreditasi nya cuma banptn atau mentok ptn gak to sama gita,0.0030370387248694897,0.9964374303817749,0.0005255777505226433
gg,0.5514833927154541,0.4458189308643341,0.0026976843364536762
ini kayaknya dia nyindir dedi corbuzier deh,0.00029843184165656567,0.9969519376754761,0.002749650040641427
qatar nyerah juga ternyata sama kaum pelangi,0.0006390269263647497,0.9983383417129517,0.001022600568830967
ini paling pas buat ngobrol sama orang orang otak kebuka,0.9896104335784912,0.008698349818587303,0.0016912196297198534
statement nya bang junot nih bener harus diresapi deh sama orang indonesia biar jangan jadi orang terjajah mulu oleh orang barat,0.0016755630495026708,0.9977255463600159,0.0005988550838083029
say it louder bang junot,0.1920785903930664,0.7855568528175354,0.02236456237733364
jadi apa yg dilakuin china ke uighur valid india ke kashmir valid iran ke wanita valid israel ke palestina valid indonesia ke papua valid barat ke imigran muslim valid karena itu peraturan negara mereka itu kan intinya,0.00040240594535134733,0.9940423369407654,0.005555214360356331
suka sama pemikiran bg junot tapi ga semua juga siih n s git napa dibawa bawa dahh,0.06128973513841629,0.9358752965927124,0.002834924031049013
aku setuju dalam hal ini aku menginginkan hak hidup berorganisasi bekerja serta jaminan keamanan bagi orang lgbt di indonesia tetapi yang aku tidak setuju itu adalah menyutujui pride di negara kita karena aku takut komunitas lgbt akan mengalami kekerasan karena parade itu,0.0023584088776260614,0.9906733632087708,0.006968279834836721
gitsap klo bca ini lgsung ngonten tuh,0.002493120962753892,0.24661415815353394,0.7508927583694458
mantap bg junot,0.9992668032646179,0.00031258503440767527,0.00042057299287989736
zaenudin emang top,0.41159218549728394,0.011668426916003227,0.5767394304275513
ih benar sekali sok paling open minded padahal anti kritik ya namanya close minded bambang,0.0002342412481084466,0.9994170665740967,0.0003486887726467103
emg gitasav kenapa kah serius nanya karna beneran gatau,0.0011732963612303138,0.9948510527610779,0.003975678700953722
halah ini mah kalo yang ngomong udah di somasi untung ganteng yang ngomong,0.0009575968724675477,0.9974607229232788,0.0015816986560821533
gitasav kalau ada yg kek gini biasanya dia jadi buta huruf,0.0008397519122809172,0.9687740802764893,0.030386129394173622
nah itu yang di maksud ibarat lo punya rumah terus lo kasih tuh rumah peraturan emang lo ga marah aturan rumah lo di dobrak orang orang cukup ikuti aja dah aturan orang rumah masing masing kok yaa masih ga paham,0.0003921145398635417,0.9991305470466614,0.0004773187101818621
hidup memang sawang sinawang radikalis menyebarkan pahamnya progresif menyebarkan pahamnya dan semua begitu kebenaran itu relatif diskursus kek gini cuma bikin saling gontok,0.02140946127474308,0.973946750164032,0.004643761552870274
bang junot aku padamu,0.11605745553970337,0.8556835651397705,0.028258968144655228
gita itu siapa anjir kalo dia ngga penting yaudahlah biarin aja jamet orang kaga penting penting amat diributin heran,0.0002791042497847229,0.9993873834609985,0.00033343519316986203
nice quote bang peler,0.9819282293319702,0.016540009528398514,0.0015318160876631737
itu sayangku emang keren tiap beropini,0.9990015625953674,0.0005952878855168819,0.0004031643329653889
bang junot,0.0081703569740057,0.9803016781806946,0.011527995578944683
herjunot ali emg keren dah wkwkw tai babi orang yg sok open minded giliran ga sependapat di kata in ga toleransi ye kintol,0.0003766374720726162,0.999268114566803,0.0003553015412762761
jadi ingat ini,0.026694387197494507,0.0047899712808430195,0.9685156941413879
pernah nonton sinetron nya dude harlino disitu ada dialog gini orang barat mengaku mereka adalah negara yg peradaban nya tinggi pdhl justru peradaban mereka makin terbelakang sex bebas berpakaian tdk sopan segala yg buruk dianggap normal,0.0005150733049958944,0.9990253448486328,0.00045959322596900165
imho literasi junot cukup bagus penempatan dinya tepat dan menggunakan mengubah bukan merubah tidak seperti kebanyakan public figure yang biasa bikin statement lewat tulisan,0.8898891806602478,0.10060005635023117,0.00951073132455349
bener itu lan peraturan negaranya sekarang mereka tiba tiba boleh parade karna beberapa negara ancam boikot lahhh apa itu bukan pemikiran sempit juga harus memaksa menerima dengan ancaman boikot,0.0006467964267358184,0.998491644859314,0.0008614975376985967
idola,0.021799320355057716,0.9717986583709717,0.006402036640793085
aduh pengen rituit x sumpah gedeg bgt ama org yg gabisa menghormati kepercayaan org lain yg ga sejalan sama mereka apalagi ini lu jadi tamu di negara orang ya upil kudaaaa,0.00022226023429539055,0.9994446635246277,0.00033304624957963824
pentingnya ilmu agama disinilah kita bisa lihat orang aceh bilang jak sikula bek ipeungeut le gop dan jak beut bah bek tapeungeut gop,0.94291090965271,0.025601645931601524,0.031487468630075455
gita itu menurut gw termasuk orang yg well educated cuma sayangnya pendidikannya ga dipake untuk mengetahui batasan ranah kebebasan berpendapat atau berpendapat diluar hal ga dipahaminya terkesan ngejar pengakuan eksistensi biar dianggap,0.002421024953946471,0.9958003163337708,0.0017786468379199505
yg paling nyesek adalah pas kita milih buat gasetuju tuh disebutnya homophobic kek berarti gada pilihan buat ga setuju dong cuma ada support kalo enggak ya lu homophobic gak make sense aja sih menurut gw pdhl kek yaudah hidup berdampingan aja gapapa tp bukan homophobic,0.005841204430907965,0.9933765530586243,0.0007822532206773758
junot ni suka kasih statement belakangan dan wise banget bisa gitu ya orang ganteng satu ni,0.9785194993019104,0.016744589433073997,0.004735878668725491
dimana bumi dipijak disitu langit dijunjung masa tamu ngatur rumah kita,0.04131312668323517,0.003938399255275726,0.9547484517097473
nah ini baru bener,0.0016761445440351963,0.9945021867752075,0.0038216442335397005
pengen ngelamar jadi istrinya junot,0.0005932990461587906,0.9777707457542419,0.0216359980404377
media barat juga munafik sih kata gue cuma hal jelek jeleknya doang dikasih liat padahal perspektif orang pergi ke qatar nya langsung disana orangnya baik baik aja kok,0.0007816647412255406,0.998884379863739,0.00033398132654838264
alhamdulillah dr dlu gak suka sama gitasav krna pemikirannya kek udh ke doktrin thats way klo dia mengeluarkan opini wlopun dia ngmg indonesia cmpur inggris keliatan pintar bukan brarti bsa menilai mendikte agama hnya krna itu,0.02632705308496952,0.9721261858940125,0.0015467467019334435
mau nambahin yg paling paling jg dr bang junot gue sependapat sm dia sungguh,0.99785977602005,0.0014223729958757758,0.0007179116364568472
boleh ngga sih sobatan sama mas junot,0.013943783938884735,0.1665031611919403,0.819553017616272
percuma juga ngomong sama gitasav si stunting gurl,0.001064507756382227,0.9925518035888672,0.006383725441992283
setuju sih ini,0.3001161217689514,0.6895110607147217,0.010372867807745934
lebih kaget trnyata yg ngmong gini junot bukan arie untung,0.0034640904050320387,0.9943625926971436,0.0021732558961957693
open minded close minded,0.0007478320621885359,0.9981132745742798,0.0011388700222596526
akhirnya ada yg bener,0.009995848871767521,0.11114989221096039,0.8788542151451111
open minder to dominate everyone,0.01534141693264246,0.9654920101165771,0.01916651427745819
yaampun semua unek unek aku di wakilkan sama mas junot,0.035950616002082825,0.8208512663841248,0.1431981772184372
karetnya ini pedess,0.0005144432652741671,0.999112069606781,0.00037353014340624213
seopen mindednya seseorang tetep ada aturan &amp batas yg gak boleh dilanggar esp aqidah &amp rules agama masing² tuhan ciptain hal² buruk yg gak boleh dilanggar krn itu hak prerogatifnya tuhan silahkan hidup dgn pemikiran kalian tp jgn lupa esensi kalian diciptakan itu untuk apa,0.5055235028266907,0.48229214549064636,0.012184352613985538
setuju gua ga punya masalah hidup di antara komunitas lgbt tp kalau elu masuk ke wilayah dimana sesuatu itu dilarang elu berhak &amp wajib mengikuti aturan yg ada disana ibarat lu masuk rumah org lain ya ikuti aturan rumah mereka kalau qatar dan negara arab udh larang ikuti,0.014719638042151928,0.9800755977630615,0.005204754415899515
hak asasi apasih yg dilanggar perkara lo dilarang pake atribut doang dinegara orang mereka ini kan ga selamanya disana balik ke negara lo ya lo bebas lagi ya allah,0.00024181061598937958,0.9992684721946716,0.0004896863247267902
semoga dibaca ya sama si gitasav,0.6087952256202698,0.2480352818965912,0.14316949248313904
herjunot ali tuh emg the best sih,0.9783754944801331,0.01615866646170616,0.005465791095048189
to bejakeun ka pamajikan to,0.42489007115364075,0.021114658564329147,0.5539952516555786
rb tweets trending berhari hari kalian tuh gak suka atau malah obsessed sama gita sih kalo gasuka ya gausah dikasih panggung dan dibahassss terus,0.00031255194335244596,0.9993877410888672,0.00029973810887895525
emang gitu orang tolol itu akan slalu merasa dirinya paling pintar,0.0003761604893952608,0.9992340803146362,0.00038976818905211985
well said,0.13379748165607452,0.010082385502755642,0.8561201691627502
sumpah kukire kau ppnye dame,0.029295384883880615,0.9207446575164795,0.049959950149059296
based junot,0.0056097679771482944,0.991872251033783,0.0025180114898830652
iya bener aku perhatikan orang sesat dibungkus open minded bnyak bgtlah prnah bilang frechild skrng lgbt duh kek gini koq bisa ya d follow indom yakin itu orng follow blm dewasa mash labil,0.0005177793209441006,0.9989261031150818,0.0005561310681514442
bener anehnya feminazy dan yg mengaku sjw lebih sering ngurusin hal yg remeh daripada hal yg bener butuh perhatian,0.004290679935365915,0.9940588474273682,0.0016504519153386354
good opinion,0.9876317381858826,0.010077858343720436,0.0022904640063643456
ribet ya klo urusan sama kaum sex menyimpang,0.0002203557814937085,0.9994727969169617,0.0003069138329010457
sejauh ini jg paling setuju sm pendapat dia,0.997173547744751,0.0018015069654211402,0.0010248738108202815
setuju sih kan dimana bumi dipijak disitu langit dijunjung kalo tuan rumah ngga ngizinin ya sebagai tamu harusnya menghormati kalo jadinya malah di izinkan kan artinya menyalahi hak tuan rumah gasi,0.0038958368822932243,0.994081437587738,0.002022725297138095
pdhl kalo emg open minded harusnya ya bisa sih ngehargai qatar sbg tuan rumah dan sbg orang open mindes harusnya juga bisa liat dari berbagai sudut pandang,0.9579223990440369,0.013199727050960064,0.028877869248390198
lgbtqai ai nya tuh artificial intelligence ya,0.00585776474326849,0.9602094888687134,0.03393278270959854
karena gitasav goblok titik,0.0008125099702738225,0.986547589302063,0.012639934197068214
udah si hancurkan saja para lgbt tu,0.00027103626052848995,0.9994850158691406,0.00024397068773396313
gitasav itu menurut gua bukan orang open atau close minded tapi ya tolol aja gitu udah,0.00028684845892712474,0.9991027116775513,0.0006104966159909964
org openminded itu sebenernya close minded guys ini contohnya,0.00021610471594613045,0.9987718462944031,0.001012064516544342
educate yourself kata kata yang sering keluar dari orang close minded yg sok open minded dan sok educated,0.000705849495716393,0.9982457160949707,0.0010484070517122746
kemarin lgbt trus lgbtq sekarang lgbtqai pake ini ud kayak mobil aja ada faceliftnya,0.11543586850166321,0.12704448401927948,0.7575196027755737
gapunya pict meme lautan fakta jadi biar drop ini aja,0.0006008493946865201,0.996845006942749,0.0025541139766573906
lagian orang yg ngaku open minded juga gw perhatiin trutama soal keyakinan ya semisal kita yakin ama keyakinan kita nih lah kok kita jadi diserang wqwq pan bukannya sama aja open minded tuh berpikir luas dan menerima segala kritik serta perbedaan,0.005943984258919954,0.9928777813911438,0.0011782558867707849
gue sependapat nih sama herjunot ali gue liat soalnya sekarang banyak orang yang dukung ina inu cuma buat ngikutin arus perkembangan jaman atau lebih tepatnya gak mau dihujat dan gak mau kehilangan followers,0.21758301556110382,0.7748541235923767,0.007562797050923109
dulu suka sama gitasav tp makin kesini jd makin keluar jalur dan aqidah memang,0.05638285353779793,0.9229527711868286,0.02066434733569622
nah ini sama jg halnya dgn peraturan kalau cewe lagi mens ga boleh masuk pura di bali menstruasi kan juga human rights tapi kenapa ga ada yg permasalahin kenapa pada patuh ya karena itu emang peraturannya kan kita mah tamu nurut harusnya juga gitu dong mikirnya ke qatar,0.14361846446990967,0.8477911949157715,0.00859034713357687
agak bingung jg sih kenapa sampe ribut banget padahal cuman atribut aja yang dilarang maksud gw kan sama sekali ga ada kampanye buat menindas diskriminasi sama lgbt di qatar cuman ga boleh ditunjukkan aja,0.0005010246532037854,0.998149037361145,0.0013499282067641616
guys aku minta maaf banget harus join di thread ini mungkin ada dari kalian yang tinggal di sekitar melong cimahi tolong banget kalau lihat kucing aku tolong kabarin ya atau mungkin bisa diamanin dulu terima kasih,0.01577693596482277,0.9150770306587219,0.06914609670639038
what do u expect dr orang yg nganggep cebok pake aer itu menjijikkan,0.0005914921639487147,0.9987063407897949,0.000702192890457809
masalahnya beda karena gay itu di penjara selama tahun di qatar hanya karena mereka gay indonesia aja yang mayoritas muslim tau kalo asal penjara karena orientasi seksual itu salah,0.0003544237115420401,0.9988498687744141,0.0007956767803989351
junot dihati,0.05036962032318115,0.9465358853340149,0.00309446407482028
bisa gak sih main bola aja ga usah fokus lainnya masalah mau ngewe sama siapa ga usah pake promosi,0.000475027016364038,0.9988284707069397,0.0006965225911699235
memaksakan agar orang setuju aja udah aneh,0.00031466237851418555,0.9992024302482605,0.0004828866512980312
bisa gak sih main bola aja ga usah fokus lainnya masalah mau ngewe sama siapa ga usah pake promosi,0.000475027016364038,0.9988284707069397,0.0006965225911699235
orang educated sama open minded biasanya ga self proclaim sieee,0.9435205459594727,0.04518099129199982,0.011298514902591705
gitasav peler wkwk,0.46798205375671387,0.046586330980062485,0.48543158173561096
gitasav siapa si astaga,0.009333454072475433,0.9804748892784119,0.01019162219017744
setujuu bgt sm junot hee gatel bgt dr kmrn ga komen tp kyk ya bener setuju hormati tuan rumah dan jangan maksa org buat noleransi paham ituu dung gasetuju sm lgbt bukan berarti benci trs bakal nyakitin menghina dll ya emang ga setuju aja gt,0.17500561475753784,0.8206902146339417,0.004304188769310713
keren,0.9992368221282959,0.00046699726954102516,0.00029624905437231064
kerenn bang junot,0.9524021744728088,0.044698216021060944,0.0028996265027672052
bener lu mau lgbt lu mau beragama apapun masuk stadion mah masuk aja asal yg dipermasalahin kan pernak pernik lgbt keren dah bang zafran cm,0.9325798749923706,0.06380664557218552,0.0036135572008788586
lo pada peduliin isu ini dan si content creator apa seyakin itu ya bisa ngubah hidup lo apa manfaat sama kehidupan lo dan mau banget apa sampe ngurusin dan biayain hidup si gitasav ini kaga kan buset buset,0.5012669563293457,0.4859447479248047,0.012788323685526848
manusia itu mahluk yang bebas saking bebasnya dia harus menghormati kebebasan manusia lainnya,0.00037467750371433794,0.9983243346214294,0.0013010071124881506
awalnya apa sih girasav kenapa lagi,0.09320046752691269,0.8660780191421509,0.0407215841114521
dimana bumi dipijak disitu langit dijunjung gk ush bilang qatar homophobic dan gk ush ngerasa paling open minded dan jangan jadi orang yang anti kritik,0.0015811416087672114,0.9968984127044678,0.0015205066883936524
say it louder bang,0.33144229650497437,0.6590807437896729,0.009476963430643082
gitasav plis baca ini otakmu keblinger,0.0012146135559305549,0.9982035160064697,0.0005818780628032982
btw dia gak anti lgbt,0.9856788516044617,0.01076511014252901,0.0035561404656618834
kenapa tu di sensor,0.0005918754613958299,0.995613694190979,0.0037943811621516943
ayo mba gita mau ngmg apa lagi hahahaa sebel bgt,0.00023534297361038625,0.9992523789405823,0.0005122916190885007
bang junot memang mantav,0.001189622562378645,0.998080849647522,0.000729561666958034
akwkwkwk,0.9349002242088318,0.06130269169807434,0.003797101555392146
say it louder,0.016336094588041306,0.7543778419494629,0.22928601503372192
qatardrun udah piala dunia nyogok banyak gaya pula eh kalah pertama rasain,0.00036242298665456474,0.9980348944664001,0.0016027402598410845
enak banget baca nya mudah dimengerti apalagi bahagian terakhir dalam hati dari awal aku udh baca bergemuruh sampai baik terakhir aku teriak peler,0.9944562911987305,0.005002586171030998,0.0005410664598457515
gitasav ini ada background atau dapet scholar dari organisasi tertentu ga sih penasaran background sama ini anak dapet influence darimana,0.03417713940143585,0.532546877861023,0.4332759380340576
ngeyel tambeng,0.000930268201045692,0.9984557628631592,0.0006139199249446392
bukan doain tapi cuma ngebayangin aja klo suaminya ternyata lgbtq apa dia masih seopen minded giniiiii,0.0002604213950689882,0.9993360638618469,0.00040354745578952134
ava orang op n minded di twitter,0.00019210873870179057,0.9986832737922668,0.0011245600180700421
nah bener nih kita tuh sebenernya dan asal tau aja berprinsip layaknya bang junot kita anggep mereka ini manusia kok kaum pelangi itu tapi utk orientasinya yang umum gitu ga bisa diterima trus itu juga maksain ke negara yg nolak itu intinya nolak pemaksaan prinsip itu aja,0.00032043515238910913,0.9993433356285095,0.0003362127754371613
kalo ganteng dan asik ya bakalan dibela,0.8036706447601318,0.18605142831802368,0.01027795672416687
suka nonton gita dari makin kesini malah melewati batas sebelumnya ada problem jg masih follow subs yt smbil pilih konten yg masih aman jg tp kali ini udah keterlaluan ngatain orang stunting si paul jg ngatain dungu makin anti kritik pdhl ngakunya open minded auto unfoll,0.00042671061237342656,0.999160885810852,0.0004123631806578487
qatar ajak mbs untuk beli fifa aja kalo engga dua org ini bergabung yaelah duitnya ga ada serinya klub eropa aja kalo org arab mau invest ke mereka langsung pada nyengir iya ga sihh,0.003390619996935129,0.9889675974845886,0.007641828153282404
belepotan gitu ya,0.0006371068302541971,0.998862624168396,0.0005003088735975325
ini si gita itu ngapain lg deh ngebolehin lgbt pas piala dunia di qatar drtd gitasav mulu soalnya alhamdulillah ngga ngefans ngga follow jg dr dulu,0.0010748828062787652,0.9974303841590881,0.0014947312884032726
emang gitasav komen apa soal qatar,0.01723356544971466,0.5751048922538757,0.407661497592926
sepakat bang narasi mereka juga emang mulai bergeser awal awal cuma minta direspect as a human being tapi kok sekarang kalau kita kontra dengan mereka dianggap salah ya aneh,0.0008625199552625418,0.9986603260040283,0.00047714528045617044
pelr ini bacanya apa pelar pelir pelur peler pelor,0.0011903452686965466,0.99832683801651,0.00048280233750119805
ih gw habis lihat story opini bang junit gw jadi makin ngefans jir,0.8769524693489075,0.10616803914308548,0.016879478469491005
wow respect,0.014969326555728912,0.983080267906189,0.0019504318479448557
untung si gita ama suaminya penganut child free kalo ngga tiba ntar anaknya masuk golongan lgbt huft apa ngga bergejolak tuh batin,0.7663964629173279,0.2152993381023407,0.018304217606782913
dikit open minded tp gabisa nerima pendapat org lain open po mendingan git,0.15257161855697632,0.8205413818359375,0.026887033134698868
idola aing emang bang junot open minded open minded makan tai,0.11036472022533417,0.8518236875534058,0.03781157732009888
setuju sama bg junot,0.9128619432449341,0.07896491885185242,0.008173116482794285
mantap engku zainuddin,0.9987772107124329,0.0004430696426425129,0.0007797925500199199
keinget dlu dibilang close minded cuma karena gua kontra sama kaum pelangi,0.0003388530749361962,0.998573899269104,0.001087240525521338
lanjuuuuut,0.9979658126831055,0.0016193035989999771,0.00041498590144328773
agree,0.958064079284668,0.03965628519654274,0.00227966345846653
kyak pernah kenal orang yg begini,0.06153067946434021,0.047789160162210464,0.890680193901062
jadi oen follow,0.06699094921350479,0.006114248186349869,0.9268948435783386
kalo sampe ada ngibarin gerakan dia di perhelatan olahraga piala dunia u nanti di indonesia kira² bakal langsung dihajar kayak negara rusia gak ya orangnya di tribun stadion mau itu cewek atau cowok,0.0004391551192384213,0.9986139535903931,0.0009468483622185886
gemes banget banyak banget akhir ini seliweran ngedukung budaya barat padahal jelas contoh kecil aja banyak bgt prilaku sex bebas dll disana dibolehin tau pms salah satu faktornya apa sex bebas kan makanya itu di larang,0.0008357002516277134,0.9986324906349182,0.0005317677860148251
open minded open bool,0.14303511381149292,0.1618620753288269,0.6951028108596802
intinya mah org kyk gitu pelr seperti kata babang junot,0.00034853993565775454,0.9992639422416687,0.00038751240936107934
well said peribahasa dimana bumi dipijak disitu langit dijunjung sepertinya terlalu sederhana untuk dipahami kaum si educated &amp open minded ini,0.007016751915216446,0.9899133443832397,0.0030698326881974936
orang arab boleh protes larangan jilbab di prancis ngga saat berada di prancis,0.0006999002071097493,0.9525772929191589,0.04672282934188843
ga perlu di ladenin orang macem gitasav buang waktu,0.00016370942466892302,0.9993205070495605,0.0005157896666787565
emg bang junot best luvv,0.9880560636520386,0.009349036030471325,0.0025949724949896336
say louder,0.06990700960159302,0.8640109300613403,0.06608199328184128
hahaha ini bener banget,0.2989341616630554,0.6944271326065063,0.006638707593083382
susah amat hidupnya kalo gak mau aturan dunia gak usah idup hidup jangan kebebasan aturan yang baik jangan diubah buruk ham ya ham aturan ya aturan gitu kok repot,0.0007634949288330972,0.9988706707954407,0.00036586608621291816
pola pikir bang junot,0.03507380187511444,0.9556474089622498,0.009278813377022743
